Pleb_Rank,Betweenness_Rank,Eigenvector_Rank,PageRank,Weighted_Degree_Rank,Channels_Rank,Capacity_Rank,alias,Node_Type,Total_Capacity,Num_Channels,Public_Key
10608,10873,9311,7720,10843,10945,10796,ArcadeOne,,90k sats,1.0,03afcba5956dfcf250238547d51d7902e76ace7c97e2c85d5fff0643801f7345ec
10609,10875,9312,7721,10844,10946,10797,9d0ea889c220,,90k sats,1.0,02c86c6b43f2f72d0a8087938a86fd5bf601074b47228afdbb1e2ab35f6abfeee2
10610,10876,9313,7722,10845,10947,10798,c84e132812f0,,90k sats,1.0,03a3a2259e26188557b6c8eb4bddff925fd169b25a3c61a73fef7dfffe0e77eb1b
10611,10877,9314,7723,10846,10948,10799,4274039ca952,,90k sats,1.0,026b2da097218a8c6d91fc3b3bb6787b905b84d09fec3de7eec67e9650d6ae0418
10612,10878,9315,7724,10847,10949,10800,mynodebtc.com [myNode],,90k sats,1.0,03a4a31e9cfcbad3472c9b4f67935f48189dbecf92028c308c4d39567d1a1d1198
10613,10879,9316,7725,10848,10950,10801,shiv-lnd,,90k sats,1.0,025dc448f1f330037742392a4ca356fce9bdda59220854d4e29cd6ea1982256d2d
10614,10880,9317,7726,10849,10951,10802,e5f7d2f0d994,,90k sats,1.0,0295e0efd046dc94e8df7b7d06ee990f8b7c3b4c31cf9d307eaade76a5b986d39c
10615,10881,9318,7727,10850,10952,10803,d07335b98afa,,90k sats,1.0,0268e814a75eaeb7eb461b3ad34c445e1da99fa80874781f865fb75fe823966bd2
10616,10882,9319,7728,10851,10953,10804,3be1ac9309ca,,90k sats,1.0,0289a680fd1e69590c5a06ed124781df350eeee1e512311a9d373db3b8ba92a3cb
10617,10883,9320,7729,10852,10954,10805,a7b7b1e3696a,,90k sats,1.0,025711937605c1683cd4a46aad2f5e84d51ebce8908377fd03a46d3ef984c8bd2e
10618,10884,9321,7730,10853,10955,10806,argentarius,,90k sats,1.0,02db0ef1dc395d2d302d27ce7a608f2946208319fbfedfb1d5b19bfa97df4f94dc
10619,10885,9322,7731,10854,10956,10807,a42eb06d5c60,,90k sats,1.0,0381d21a84d671e26521fc2231873840b2597b581a5e7af2d270aaf232492cdc53
10620,10886,9323,7732,10855,10957,10808,f3d259b6faf6,,90k sats,1.0,0353e72381c0b46e9956b83e6d0348a36b4bd81a2dcb6e9f06e7d71810c729a73d
10621,10887,9324,7733,10856,10958,10809,033fa01abcc9f77d18cb,,90k sats,1.0,033fa01abcc9f77d18cb08a55565766e91e19e51c716441eb7f70a477ceeb537de
10622,10888,9325,7734,10857,10959,10810,a806808fd3fd,,90k sats,1.0,02d79e93b369551bc6f172dc9dc04dee5d3e8a1c57974f6ef5956539adc854f5e0
10623,10889,9326,7735,10858,10960,10811,91ad7342de82,,90k sats,1.0,02c35459427f996ce027a1d186fc293dc6d6d3cf99fe1a93d82e24435bbcf8de18
10624,11236,7997,8161,11213,11279,11180,03d3caca5f339912e6d9,,65k sats,1.0,03d3caca5f339912e6d97284f0fce8c7c79fc4fe05bd2dc589a0fce8fc5fb766a8
10625,11239,7998,8162,11216,11282,11183,,,65k sats,1.0,02b59e774e1567c7be94d356d8136d227f370452f92b900608dc535df148d8ac61
10626,10855,11967,5025,10826,10928,10779,02a5948f8efe184c6184,,90k sats,1.0,02a5948f8efe184c6184828ec3b439710a2bf858f11e8597c968ba74fac27272fa
10627,11243,8001,8164,11220,11286,11187,Wally.TheOldManBehindTheSea,,64k sats,1.0,034819ff9dec60250b173b8fc328b185d456b86fa6115995db83d65fba8c8e7628
10628,10931,11688,5099,10901,10998,10864,lichtblitz,,80k sats,1.0,035761bdaf2bba59346ea550b3e5ad9bd86442994093cb5d92fa7113ee22ff7040
10629,11244,8002,8166,11221,11287,11188,BeLNix,,64k sats,1.0,02208b3fcb5bf5bbb8b099ee330f9c2d9cf8d953f90b22a966b94902a9b74d6e79
10630,9228,10414,9897,9324,9497,8951,AlecksGates,,250k sats,1.0,02b66d7caae1acb51a95e036fc12b1e6837d9143141fcff520876b04b9d82f36d1
10631,9248,10415,9898,9343,9516,8970,036a56a73950b4f995cc,,250k sats,1.0,036a56a73950b4f995cc5dad733caefe97dd9205fe0580f856d67a48b146325728
10632,9258,10416,9899,9353,9526,8980,03271b7ed68aa5873fb4,,250k sats,1.0,03271b7ed68aa5873fb409a0d9746112b7ec2ff6c36cbcf0f37e516b8d6098c2c1
10633,9261,10417,9900,9356,9529,8983,staysafe,,250k sats,1.0,03654d55c6bed17571938f1ba46b3b2622c52fe19faff74732eafdd16a1cbe2334
10634,11246,8003,8167,11223,11289,11190,KrakenBlitz,,64k sats,1.0,03aef71a80b1f0bfdaa9457e46b24a048a4dc2c3d285f6368c5815c26e35b8232c
10635,11247,8004,8168,11224,11290,11191,girnode1,,64k sats,1.0,0383cf3f5d173564045ce4c253214bea5859129c3aed48a89d5af64894c7ce5141
10636,10929,8561,8238,10900,10997,10863,Node by Node,,80k sats,1.0,031b0cb98a4c4244309ce07bab047bf5df06f76dcbe9936600dede9b03945b503b
10637,10947,8562,8239,10916,11013,10879,025bc381b38e08646f5a,,80k sats,1.0,025bc381b38e08646f5a9bcef12811e5a1ba871d2f6a0ba671da593041f2780ac4
10638,10956,8563,8240,10922,11019,10885,API,,80k sats,1.0,0396693305bbf22c7e20ff38ccb03656a31d7e68cab9109b2b89ea58c2f5c8e282
10639,10962,8564,8241,10928,11025,10891,BeppinioNode,,80k sats,1.0,0242982c2a24945c123b15d66853011e685a91aeb97452b6c176d00871ae2fb1ac
10640,10918,5367,11493,10887,10987,10843,,,82k sats,1.0,038923428a9119b3cdb258a7026696291c0878b65f7cb734a2fcb5d49e0a85dfe1
10641,10039,5989,12006,10025,10133,9968,02612b4f02cdcb424e52,,100k sats,1.0,02612b4f02cdcb424e52f2140cb55bc041fe4783eb68c1b0bfa84ddb14325beabc
10642,10522,5990,12007,10499,10607,10442,02d722f008417cbf2516,,100k sats,1.0,02d722f008417cbf2516ec6cf0e87659e8696cc1c3e092788c38a1fd76638bf9d4
10643,11248,8005,8170,11225,11291,11192,espen11,,64k sats,1.0,02362eb8e582a890c7febe9293e3f085094ecdb66d29f9a9ee0447f12214f299e0
10644,11249,8006,8171,11226,11292,11193,blitzbop,,64k sats,1.0,02c51abdcc876058c6ead271fdf53070668a40de5ff0838a09529bc880eb3163bc
10645,10400,9419,12251,11935,4377,9877,gbdemo-lnd,,100k sats,3.0,032156fb75dffb5bd19edd99b459de31eeba48bf174d0fd5c22a24962266809d13
10646,11011,7067,9603,10986,11067,10947,033ea15b5dadbdb19b42,,71k sats,1.0,033ea15b5dadbdb19b426e63ed33b9cefe916fd5454308b76aea848ee4347addf3
10647,11251,8008,8175,11228,11294,11195,,,63k sats,1.0,037bbeab7a50dde325cdeebe480dda12512777afb370412be7b5968bc951ee25d2
10648,11259,8017,8192,11235,11301,11204,MaxiNode,,60k sats,1.0,0247e54eaa2af722fcd7cfb162bab948d5e2960784e1fb0ec9ab99ce6b2bf104fa
10649,10401,11575,6479,10379,10487,10322,GrooveIsland,,100k sats,1.0,029dbfa6522308727bece435051550ff45e8b058fe223ed2a35bb536910572ef6e
10650,10728,11638,6417,10695,10803,10638,,,100k sats,1.0,03094341b3fb06358dd8f89e07f2a647c95bb6e065f187eed6a3a8c1e4668e66d9
10651,9166,10448,10071,9261,9440,8885,RockTheNode [mynode],,255k sats,1.0,02f4b925a0f5d39025e1377e86889f42288b4d8df56ba0094afad7a801a86c9a71
10652,8527,10168,11664,8717,8919,8111,,,450k sats,1.0,0386a7c513cf08c2985f63b76f1b7870fd8a873293c6d6359d458204b088545c8d
10653,8673,10274,11330,8844,9044,8295,UXUY.com,,400k sats,1.0,021cd793549dee87cdbb0c2d057128f7a46eba61cb2fe43f0f4503f69392f1d992
10654,11264,8020,8194,11242,11306,11224,Theculture,,60k sats,1.0,02db0c34b346097ab41e4565e34a47ba1833ee1b82c02766e6a2b002ef3af033dc
10655,11266,8021,8195,11244,11308,11226,janoz73,,60k sats,1.0,035e453910aa3f52faed5ab5f9dd4074f99fce1575ad0891159af3c8bf288207e0
10656,11275,8022,8196,11251,11315,11233,dukinator,,60k sats,1.0,02d54781bbd63041d434e41d3abd9ac53d35937e6cb8142f8c3c026ed1e3102029
10657,11276,8023,8197,11252,11316,11234,02336ba94170fee55fd0,,60k sats,1.0,02336ba94170fee55fd0c0d08c8bef95c4650526a5e370713f4d5d9409ca1bdc5d
10658,11287,8024,8198,11260,11324,11242,LeniNgraD,,60k sats,1.0,034bbf5739ed4f1c596b007744f678d7c43f4eba77bcbeffce4dfb8ff67419b3eb
10659,10967,5373,11505,10934,11029,10897,lndh4xx0r,,78k sats,1.0,027e5ef63402f1a74c1293f46a0bae52625745ff9184b277506d4645f99f22d629
10660,10060,11949,6164,10044,10152,9987,,,100k sats,1.0,020dde83d62af4656e1352541d37dbf3fc5a213939526d62f07b43ff00906ecf99
10661,10628,11950,6165,10600,10708,10543,,,100k sats,1.0,02af4689cabc6e02e7726fe5f262ca4b31e4f6b4caffd42181bf74cd519e2dbb96
10662,10404,5886,12235,10382,10490,10325,0378a15815c976045625,,100k sats,1.0,0378a15815c976045625b4e4b295a108e68ba39105c45d5d1cb835b7f6b9f64459
10663,10410,11489,6633,10388,10496,10331,Zotnia420,,100k sats,1.0,02e285505d59d771a442c4b80b671c9b22644a7c5b9e4747437f2a6ac0427dfdd5
10664,11288,8025,8199,11261,11325,11243,charity,,60k sats,1.0,03f808dc9cbbfe40dcb71de9c77cb8bddc2aa73c5b93af7b48d5f4ced22c4290b9
10665,11270,4280,11986,11248,11312,11230,,,60k sats,1.0,026af85b4c2d687984a1fdf72a80573dda3bfd6c6cf5120a8fe5c36530585d92af
10666,10891,9327,7739,10860,10962,10813,mynodebtc.com [the pyramid],,89k sats,1.0,032b12c33a649f9e873814fe133837f9b7a5d9316d3437362e0b1c375bc98043ae
10667,9876,9458,9644,9827,9980,9768,025f4c3c1a2aa54a1211,,118k sats,1.0,025f4c3c1a2aa54a121101affa973980f3635a34903cc625d17b11a3c03eba0efd
10668,9877,9459,9645,9828,9981,9769,036e38bd339b48324b16,,118k sats,1.0,036e38bd339b48324b1656ad49aaf2016e7e8e43716623d120de74b87b82990130
10669,9878,9460,9646,9829,9982,9770,03841f0f902a2d902081,,118k sats,1.0,03841f0f902a2d9020811a0c46427931ea004638605ae794ca8460bad401e88a69
10670,9879,9461,9647,9830,9983,9771,026a4e02391083e79c0b,,118k sats,1.0,026a4e02391083e79c0bc73b9e2faa13440d86499cd94a7146199f79df4311bfda
10671,9880,9462,9648,9831,9984,9772,02be7933ed2fb28801d5,,118k sats,1.0,02be7933ed2fb28801d5d614ced520e488c2cf63d2deb18a4d29b5bdd4247bc4ee
10672,9881,9463,9649,9832,9985,9773,03c54f3e86d25bd4dbcf,,118k sats,1.0,03c54f3e86d25bd4dbcf8a36a552307828ba3da661d0f489158977a74fda8a2d36
10673,9882,9464,9650,9833,9986,9774,0354bbc9538a890ecc4f,,118k sats,1.0,0354bbc9538a890ecc4f65da7bdc1345631dfd9ff0d7900b39b2b36b241b16de97
10674,9883,9465,9651,9834,9987,9775,028922bae185aad841ca,,118k sats,1.0,028922bae185aad841ca93f4dc65b15a53cf85778957b2b4ad3f208b8a5fc45e3b
10675,9884,9466,9652,9835,9988,9776,03104085117155df739c,,118k sats,1.0,03104085117155df739c7d3d6b2dfd180e7836a3b4614dc425994eab1c8393f37d
10676,9885,9467,9653,9836,9989,9777,026e1477fc7603c7a992,,118k sats,1.0,026e1477fc7603c7a99218ed3ca0245032c749143bbb4eb1ed048b9b70f45558b9
10677,9886,9468,9654,9837,9990,9778,02cc6f69bd1de4448bd5,,118k sats,1.0,02cc6f69bd1de4448bd5df6de5553478cdc6c5b02d7b1e78a02ffd874776e98d00
10678,9887,9469,9655,9838,9991,9779,03409f64a10958eb3c73,,118k sats,1.0,03409f64a10958eb3c735426e2e26c5f6b7335d6670e63db59e5c791a18ca782c8
10679,9888,9470,9656,9839,9992,9780,02ba34fc775d8455d3e5,,118k sats,1.0,02ba34fc775d8455d3e5a7c9bd89f659c5f1c81f32a1923d628c1ff14b7ea10655
10680,9889,9471,9657,9840,9993,9781,02b4ef3af3c3b45376a8,,118k sats,1.0,02b4ef3af3c3b45376a8932f789c453bbeae112fe64d0133a4a691ef4e7ee24d6f
10681,9890,9472,9658,9841,9994,9782,03593aa60c57a0b1b072,,118k sats,1.0,03593aa60c57a0b1b0723233fba33eca9f61fae37ecb4d4b8da4f1b913ac3f6217
10682,9891,9473,9659,9842,9995,9783,022845ed297ae9ec7f65,,118k sats,1.0,022845ed297ae9ec7f6511cd5b26400f4a0d725a3175f8c7766d57bf7302370bff
10683,9892,9474,9660,9843,9996,9784,036d1136228a59aa7d36,,118k sats,1.0,036d1136228a59aa7d36aa50290b2afb4c47e78dc691d1cbd46e34c0b94632a7e2
10684,9893,9475,9661,9844,9997,9785,03ab994a880ce0a1c1c2,,118k sats,1.0,03ab994a880ce0a1c1c2ba890e86c775380064784694c28adf17c6f7656e6ffd76
10685,9894,9476,9662,9845,9998,9786,02888f89410530460899,,118k sats,1.0,02888f89410530460899b00a48cb285af7fa732992126f04c1d9088112e60bee1d
10686,9895,9477,9663,9846,9999,9787,035116c25c9b0e176fd2,,118k sats,1.0,035116c25c9b0e176fd27c923019442ad48944273d8ae4f95b7210cfd1f51a27b8
10687,9896,9478,9664,9847,10000,9788,020ae27e64f2c537893c,,118k sats,1.0,020ae27e64f2c537893ca3daeb5d6c2c6950a81514e3e496b20ede6398b9183d43
10688,9897,9479,9665,9848,10001,9789,032ca1fce2203cdae73b,,118k sats,1.0,032ca1fce2203cdae73b526ebd10cea1c03929b3daf657a8fd8603c90f90f3f222
10689,9898,9480,9666,9849,10002,9790,031e55e729d25dfa906a,,118k sats,1.0,031e55e729d25dfa906aefc7dadc6fdf49be8d34a270c624421e543d5c32ee6e5e
10690,9899,9481,9667,9850,10003,9791,02154d7197ac4ef545d0,,118k sats,1.0,02154d7197ac4ef545d024c8adb958c68dea0a43ab3e08c9fa79a535f63db94350
10691,8806,10891,10464,8946,9141,8460,BiBaBitcoiner,,350k sats,1.0,022155aa58b783a3ee32afce4add129a99f9878633464f73d710c58925bc02c61b
10692,10971,8669,8251,10940,11033,10904,mudflap,,75k sats,1.0,0262176d779232cc94762a741f72317050d01400282b5dcfd9d74f5b74eb48aef9
10693,9930,10487,8570,9881,10033,9827,Chickendinner,,111k sats,1.0,023bf99414b3e93ab7463ce60f44cd691f8be3c1ae33a2015fe784c85c36e770cf
10694,11296,8042,8216,11267,11331,11252,MyLightningPT,,57k sats,1.0,0244adc8b5a51f45e67fa4ef46d5422150f125b61da0ccf5f8b4b20159fa946a0b
10695,10974,8671,8253,10943,11035,10911,UB-NODE,,75k sats,1.0,02a4629129baf322c5008becb7d4a0f2334562e7db4da0e168414ad417c40ffb1b
10696,10985,8672,8254,10952,11044,10920,ln-sms.com,,75k sats,1.0,030a0a420f45edee67289989b105bccba3e0f5f7e498cbaf85ffb33a61ff217970
10697,10989,8673,8255,10956,11048,10924,TheMachine,,75k sats,1.0,0250fd23f6f9188cc72fe1cf28d84bb010018aa0bc3d4b02f215370740823f1b2d
10698,11299,8044,8220,11270,11334,11255,Firlefanz,,56k sats,1.0,024ae2136f960b87b97f11f7a6eb2ed2f346d933c068c7ca642d423f436d116abf
10699,11300,8045,8224,11271,11335,11256,green,,56k sats,1.0,037bf73521971d5423ce640e1a15e2ab131da352e93c5bf35acf6402232321ea27
10700,9862,9905,10991,11931,6207,9746,PEEVEDMOON,,120k sats,2.0,03fce71115d3153f7cf5711f0ea2811227b67083557e81e08dc261eab7e1873d10
10701,9901,9482,9668,9852,10005,9794,03f04e84e709c096d0dc,,117k sats,1.0,03f04e84e709c096d0dc7960012b51fdc04f3c8984e50cbfa9372a309fa70563f8
10702,9902,9483,9669,9853,10006,9795,021fbb330609e17e61d1,,117k sats,1.0,021fbb330609e17e61d1c1c86199da1b02f5d334b064e9618d77789e3f9413e04a
10703,9903,9484,9670,9854,10007,9796,0203928a193fee8b9bbe,,117k sats,1.0,0203928a193fee8b9bbeee6bbe9ee22d725132ce7b1991b8d88cf83beb98c5508d
10704,9904,9485,9671,9855,10008,9797,03717485e436f03b4f1e,,117k sats,1.0,03717485e436f03b4f1ec233103f39a8998c6d6fda13f6708c78f847f68c731d11
10705,11304,8046,8227,11275,11339,11260,caleb.vegas,,56k sats,1.0,036036d949e9b85911c976ed6a31c73eaa453cbdc030fc57457dedfcc2467f1a4b
10706,8810,9351,12059,8949,9144,8463,03848df71fe58f337f27,,350k sats,1.0,03848df71fe58f337f27ceaf27cddffc0771eb65b4a901fd3d0e3f11a2d0a6ecc4
10707,9574,11379,8569,9614,9776,9406,jcrypto,,200k sats,1.0,029f874789dca322484735ddbfe58785395c7f4a67d77d3d0b52b4c2fc72914faa
10708,11227,12000,4440,11206,11274,11169,,,69k sats,1.0,0311d4eba856e61f89f43a036daede98ed1d830aa9531f69ba25b8cf7e03d3bacd
10709,9849,10856,8428,9805,9958,9731,SPAIN [LND],,125k sats,1.0,02d02433667ab632a30d547e392ade513bed6988d061694fb8ba0fa4d714dbd7b7
10710,8969,10148,10940,9080,9266,8671,036552bc687f64092b1d,,300k sats,1.0,036552bc687f64092b1d4a2af1889bcc3102744955e962966ac576f0a5fc9a07d6
10711,9030,10149,10941,9133,9319,8724,start9-0xe63e34f7b36b7ad8,,300k sats,1.0,02d963d5916d5c2e8ae1920d6d8e2ba394cbbcbd8f96be7ff690be219855bc7a3f
10712,11309,8047,8232,11280,11343,11266,02dbe916ccb3b8da5b60,,55k sats,1.0,02dbe916ccb3b8da5b607caa07573cf994ca5f4569e9e4b2cb48d5a28f84d45c70
10713,11006,5381,11544,10979,11063,10943,DerWohlan,,72k sats,1.0,035bc6f3c36f6d93d3415b0831ca6425ab62a6613f40abac78335702663904e431
10714,11091,5062,11630,11075,11143,11037,0207d85f4245ed538f93,,70k sats,1.0,0207d85f4245ed538f93ceefd3bacd6d9b64e72158d43e786896d0b5cd862d147c
10715,9911,9486,9687,9862,10015,9806,0299f581fbb06c98f0f1,,115k sats,1.0,0299f581fbb06c98f0f13fc940eda245f7595442e295d43e91ba821d0716d9f41c
10716,9912,9487,9688,9863,10016,9807,03eff2d179feedd09744,,115k sats,1.0,03eff2d179feedd09744a54d19c6644c02e6baaf1095cc1f88e08a18fcfb39f475
10717,9913,9488,9689,9864,10017,9808,02a1ea1ec0502e474d3c,,115k sats,1.0,02a1ea1ec0502e474d3c634f60b9c1cfb85f404ecc1559a260b8ab63cd95de6ea2
10718,9914,9489,9690,9865,10018,9809,021349c26d406d1a97f4,,115k sats,1.0,021349c26d406d1a97f4d000dd71be532f20f483f1b8cf733e279eab509b81342a
10719,9916,9490,9691,9867,10020,9811,036451f1305d56478990,,115k sats,1.0,036451f1305d564789901be5e998714afb6cb13c57cbfa317cec6e9a4e5ea492c1
10720,8940,11529,9589,9054,9240,8645,mgdxxx,,300k sats,1.0,02f6a9dddb7ed2ce9e89ac0c414795791a7e81d5922b539b0e4399e0120ba47801
10721,10515,6222,12037,10492,10600,10435,seabreaker.node.lightning,,100k sats,1.0,03dda07098a8ddf51f2572302a3216610dcb823f7f2ecf660383b075a002d4ad5b
10722,10557,6223,12038,10533,10641,10476,03350e9333097701d9e3,,100k sats,1.0,03350e9333097701d9e38084b3c7939e67fb0a69d519366c8f528f904475f4cb4e
10723,10214,6269,11997,10196,10304,10139,insightful-bits-mainnet,,100k sats,1.0,03f65e3f18043d2e075224cf31a6a25296aa1e957e521de2eae1086dd625031669
10724,10452,6270,11998,10430,10538,10373,,,100k sats,1.0,03e15bed387c1fdead17d238e321191c8c994d869c274865f912ef964e58169fa9
10725,10506,6271,11999,10484,10592,10427,038cec4bc800a175d6ec,,100k sats,1.0,038cec4bc800a175d6ec6bc2285a92dd4e70bdc9eb9efa45f917f27f09cd7e66cb
10726,10558,6272,12000,10534,10642,10477,0316dd8417603f636933,,100k sats,1.0,0316dd8417603f636933deaa704917f74030f9fda353d95b0d0b16e5a12b194534
10727,10717,6273,12001,10685,10793,10628,portisLightningNode,,100k sats,1.0,037566e8832daf71c5c9ae230918058d210609e0ee3d2180d653a5c367efd6718f
10728,11016,10669,5870,11004,11072,10966,af932e8da1-sphinx,,70k sats,1.0,03de040ad373f4d5c82f59a3add91e27cc35dbfbcde548347258ccf645ef95fbba
10729,11017,10670,5871,11005,11073,10967,84988ce328-sphinx,,70k sats,1.0,0268ec20f3ded3c74cda460a6b12566732441b6e7630644dfb80d89f51e51adfb6
10730,11018,10671,5872,11006,11074,10968,ddcead92d2-sphinx,,70k sats,1.0,03a592ca9c27371bacdad383ac9234f94072fccaa594be71a457dc6f154bcaaa8e
10731,11019,10672,5873,11007,11075,10969,a703955b74-sphinx,,70k sats,1.0,027a7a64ec29ed5bc1cb447da17dff95db3480d5c4d10128ec25c9dd05794348c7
10732,11020,10673,5874,11008,11076,10970,aa381db5a5-sphinx,,70k sats,1.0,03d3dd774bb823bd8f0b6ba8424e7c209d781bf25c2d307699152d06f0a8d512e2
10733,11021,10674,5875,11009,11077,10971,9ff09635fc-sphinx,,70k sats,1.0,022f9f4405593ade4b49f9a746750db5e25761fce3f3dfcf3c512f309a984e4ef5
10734,11022,10675,5876,11010,11078,10972,c8dbd58d9a-sphinx,,70k sats,1.0,038c3f607eb645b8e66ed2526e38f31660946e55e0d8073c20419d9a6dfb39c1f4
10735,11023,10676,5877,11011,11079,10973,dcb8239e44-sphinx,,70k sats,1.0,03a54de1cd420f8c7c7d398c79944325334aa9dfb9fefb0c775fcc41f2dfe77303
10736,11024,10677,5878,11012,11080,10974,d6d13bf33c-sphinx,,70k sats,1.0,02355a8815bd61c0d917d934932f592b3046fdb657f87db61793a6a8add46654c0
10737,11025,10678,5879,11013,11081,10975,9a3cddc5f9-sphinx,,70k sats,1.0,022e5285fd60c6a5a432cfdce84f9c99523dc2cb4d146f407274f73bc1ad12a17c
10738,11026,10679,5880,11014,11082,10976,3359c4c9d6-sphinx,,70k sats,1.0,038c52bba1500535703647644574e06bb370d7d6e2900b3916f1aa91c0d24c6557
10739,11028,10680,5881,11015,11083,10977,0eebde40c7-sphinx,,70k sats,1.0,0231e0df3685b5b6f0b68cb4e39d884356819729f471e46bbdf1df73487792c797
10740,11029,10681,5882,11016,11084,10978,c47ab8d808-sphinx,,70k sats,1.0,0269388dbfb837a5b139a8c84a71fef4cefd968e8b193a1b66dcb70a141bcb768d
10741,11030,10682,5883,11017,11085,10979,e17042407c-sphinx,,70k sats,1.0,039d4e4b21af33a7ee1c927fa11cff21d44349989a8d90dff37f4c63437b25a862
10742,11031,10683,5884,11018,11086,10980,78b89c96fa-sphinx,,70k sats,1.0,0273f330e6defbe91916c6b3f5fb676160a8788eefc77671cfcb05675ab0c70868
10743,11032,10684,5885,11019,11087,10981,2218d66f0a-sphinx,,70k sats,1.0,0320890a4f4e193dc9d5c22bc148bca600d9e86443f2d4a8f1688c9348148fb721
10744,11033,10685,5886,11020,11088,10982,fbba4c90c3-sphinx,,70k sats,1.0,0336a46d283f358523402fdff1894570d7146169dc0aa7ee6a19fb4944992f3bad
10745,11035,10686,5887,11022,11090,10984,a774786b73-sphinx,,70k sats,1.0,0276bed52ed161341c5f8973f1581e9a887fe957259316107f53e86454084a2d13
10746,11036,10687,5888,11023,11091,10985,e1130303ed-sphinx,,70k sats,1.0,03998edb2ba0af348420da5024ce2b0277a165e997b18ee96d91967c0cfcaa7449
10747,11037,10688,5889,11024,11092,10986,39508b30b4-sphinx,,70k sats,1.0,027c8ce4d56c66b02ec12d0e741088be034ef89476494e541c7a769659156b6432
10748,11038,10689,5890,11025,11093,10987,640edf41b7-sphinx,,70k sats,1.0,027f4820fe086591ea8b6f2de38d1526b3e96413aa702716cbd9f6195b731b40a0
10749,11039,10690,5891,11026,11094,10988,4b08898d9e-sphinx,,70k sats,1.0,02e4302e272a7bb6ce9ac28c75a9f5ae816138c1805e110978721d6f85db28c4b7
10750,11040,10691,5892,11027,11095,10989,11aef215dd-sphinx,,70k sats,1.0,0397de3e0e1b397827e213fca053bfa97ca3af2c5d5a4c1fb8548110df37678b60
10751,11041,10692,5893,11028,11096,10990,15e1dffb2f-sphinx,,70k sats,1.0,02e116d79cb5b3be942a91ba0519206ed5a8260dc377676140bc36626e680f46ed
10752,11042,10693,5894,11029,11097,10991,7568c21091-sphinx,,70k sats,1.0,03d2410048a886317d307d8633cfd607d462200891da7fc4f0ec2e5b2851c2f866
10753,11043,10694,5895,11030,11098,10992,7acb35889b-sphinx,,70k sats,1.0,023155740a04188e9f047f01d7d601231ac2dda8e073997205b40a20bd107cdad6
10754,11045,10695,5896,11031,11099,10993,7ccdea52ba-sphinx,,70k sats,1.0,026cf700e4c2f6b61feb540c8aab1cec805dad6ae72b686077d689e6b4c926b008
10755,11046,10696,5897,11032,11100,10994,7d11199869-sphinx,,70k sats,1.0,026b775cf07960a9281859d7a9dce64ef1a520052c88feb23c010e156194912a6a
10756,11047,10697,5898,11033,11101,10995,596461f9c6-sphinx,,70k sats,1.0,027b39e979316cdc3aae4daf16a412befb2b322c1929f2fd58e19485c2e7689241
10757,11048,10698,5899,11034,11102,10996,476c50266f-sphinx,,70k sats,1.0,027bb2d31243654037bbfd374daabc5a30f5c14555572d66bc75696ced555bed2b
10758,11049,10699,5900,11035,11103,10997,c348c54ebe-sphinx,,70k sats,1.0,0228971b8cfe0206d94e2362b49dda85068309f2239bf1de52b21933eb62d6ebc3
10759,11050,10700,5901,11036,11104,10998,878e8dafe6-sphinx,,70k sats,1.0,031fc788f9a147d8e6e4c616da4c75d9f2f686c4d5d41b4e6809d02106ef06456f
10760,11052,10701,5902,11038,11106,11000,3a1cc3b634-sphinx,,70k sats,1.0,02de3c16a57a9a3437b95b0195532f4c07d260cbdd70e21d1e5c1715b2be6da939
10761,11053,10702,5903,11039,11107,11001,d010f90b8a-sphinx,,70k sats,1.0,03d7581186ee314a778152064953b23825cfdc04a4b5d424beb25318ab40738a26
10762,11055,10703,5904,11040,11108,11002,eef21e68b1-sphinx,,70k sats,1.0,027d0f7aa2fbcbc6c82437abcadbc2dcf792873bba9c161e36ba23f7ae8e88a15c
10763,11056,10704,5905,11041,11109,11003,314341722a-sphinx,,70k sats,1.0,027bb012264c63d4d6f3dab50b0048725a7334321c471169b834a53b49b1d62ae7
10764,11057,10705,5906,11042,11110,11004,83d3b57aff-sphinx,,70k sats,1.0,02e80423b4b61ca04fc29b8ddded0953dff622e156753b22eff3b8eabd5ffe4ec7
10765,11058,10706,5907,11043,11111,11005,097d445dab-sphinx,,70k sats,1.0,033d93006f492367e4bf161f097a269a7a75b964b757f65ddaa201274aa143775e
10766,11059,10707,5908,11044,11112,11006,8653d0dd2e-sphinx,,70k sats,1.0,0278e2e2f0fbfa727863e4d8f4303f27bce8eca7f4e55b7d7239575bb15b2a5437
10767,11060,10708,5909,11045,11113,11007,8216f2a48b-sphinx,,70k sats,1.0,0249958f16bdcb85d1610feb7620680862b18ab873b41a2388a1eb3237f3d9d22d
10768,11061,10709,5910,11046,11114,11008,73be4c784a-sphinx,,70k sats,1.0,03ded0ec3035ba17bd90d94385cfea946a7d33e19713b077686c09f49d242cbd7a
10769,11062,10710,5911,11047,11115,11009,ec619274a3-sphinx,,70k sats,1.0,02b97b85e733ac22ab56804ec1fdf8914f6208335e9efbc1b9c0ad1f49bea2ba73
10770,11063,10711,5912,11048,11116,11010,4e51cf278d-sphinx,,70k sats,1.0,03f6eb2b32d574d72eab5e43a6a4606ef7ee729870789e0f94f7636a985f69a343
