Degree_Centrality_Rank,Betweenness_Centrality_Rank,Closeness_Centrality_Rank,Eigenvector_Centrality_Rank,Active_channel_cnt_Rank,Capacity_Rank,alias,Node_Type,Clearnet_Tor_Status,formatted_capacity,Active_channel_cnt,pub_key
9999,9999,9999,9999,9746,11215,Blueblitz,,Only Tor,100k sats,1,0284427eb5e0b3df3fda5aa96401f8d2c389e3483c14344ae9b204e3969ae25fec
9999,9999,9999,9999,9746,11215,nodl-bf2c3ed7c2ab9666c9a69bea,,Only Clearnet,100k sats,1,021d737cbaedb8d1f9145b1d306dac90a6a6c079b66fd5f5bb88a11496c1242106
9999,9999,9999,9999,9746,11215,eliluc,,Only Tor,100k sats,1,02bc490b930d682c9ff95e9f8f29a80d651afb173f9557576e03c1dc2ccdf7ddba
5736,4339,3274,3536,5754,11215,Evilspoonman,,Only Tor,100k sats,2,023cfbb971e1aa3c361cab52dea6cdef5bfe4a1a995eccd69f04c56f5e1314ae57
9999,9999,9999,9999,9746,11215,Pegasus,,Only Tor,100k sats,1,020c0ab6e65d0a154e0b4127cdfc56af9849724c45a51d893bd874d958676498af
9999,9999,9999,9999,9746,11215,02c8c6470900e11f4306,,Only Tor,100k sats,1,02c8c6470900e11f43068017544fa9d18dc736b5589dccb75e08551fcdfe4860a2
9999,9999,9999,9999,9746,11215,JubbelsLND,,Only Tor,100k sats,1,03a9ad6b1e544f6fb56a4d2bd406ebcd80dcc3461eba3e4ad47b8087a4da92988c
9999,9999,9999,9999,9746,11215,83409f93b931,,Only Clearnet,100k sats,1,026775114fea83a62a1a5fec13cb800db5a65faead5d47a630edaba26d0bc5d94f
9999,9999,9999,9999,9746,11215,02a48108432629f1fe4f,,Only Tor,100k sats,1,02a48108432629f1fe4f990c8d56543929ee74533509502ad15161a02944d9fb1b
9999,9999,9999,9999,9746,11215,mynodebtc.com [myNode],,Only Tor,100k sats,1,03495177d7e4d92f32288ba25e49f40ed6350f58450da1f6ad9dfbc357d3c3f7ef
9999,9999,9999,9999,9746,11215,02d46c99b613e97d56cc,,Only Tor,100k sats,1,02d46c99b613e97d56cceb64df7af7fb6d73479a24fd1cb6a62909dd08e26ead67
5736,6345,5720,5772,5754,11215,02683c5d0cf435fe8a0f,,Only Tor,100k sats,2,02683c5d0cf435fe8a0f42ba9a5999a98291476e82947707313cef69612000f718
9999,9999,9999,9999,9746,11215,f46f3d16616d,,Only Clearnet,100k sats,1,023e1628cc1ccbb4b3a3db50b27fd73f23633c9d977d74228d993114bb2b1113e0
9999,9999,9999,9999,9746,11215,03eefb8fcd3859254e25,,Only Tor,100k sats,1,03eefb8fcd3859254e25b6d361433910f229abd543fc63e399e0e4bcd613bffa5a
9999,9999,9999,9999,9746,11215,goudzoeker-ln [LND],,Only Tor,100k sats,1,0284be50c2c0adf8f6120da8061bdb9ab3989fb41648e9239130bdb0fbb8851ca5
9999,9999,9999,9999,9746,11215,ln_zuko,,Only Tor,100k sats,1,03aa9cab1895520839fcf553169bca961333c9319a32be6f83f7646e2d42c617a6
9999,9999,9999,9999,9746,11215,FredNode [1],,Only Tor,100k sats,1,03eec563148abbdd4fd04191e3b1ed7f026dfab6d4606a36b259f866545f01a0ec
9999,9999,9999,9999,9746,11215,03cabcabe59959201479,,Only Tor,100k sats,1,03cabcabe599592014790795a2b7f64727f2bf44929b1e666ae671146d0ffef091
9999,9999,9999,9999,9746,11215,0268d01b4b2739a905c9,,Only Tor,100k sats,1,0268d01b4b2739a905c9c70ea9cbee8d4672d4ad32413276a5456e7fb9d18ac83c
9999,9999,9999,9999,9746,11215,[GENBA LIGHTNING POWER YOSHI!],,Only Tor,100k sats,1,03ef2e8bf9b17fcbc2f21708adfdd2ec762df4faca80a01791c554f703a62c4797
9999,9999,9999,9999,9746,11215,nodl-2564e6ef357d94a9afa18da6,,Only Clearnet,100k sats,1,03efb1ecef5ea252e9ffada111fdb6e309c107ae68b66e35632ef2b889d398711b
9999,9999,9999,9999,9746,11215,036c0e9412d319e05c7f,,Only Tor,100k sats,1,036c0e9412d319e05c7fbcd6d572ba389d04b7d232ea47515b9c1042ca3992dcfa
9999,9999,9999,9999,9746,11215,LightningHope,,Only Tor,100k sats,1,034e15f30e755c2702a857f63de2c173f831cfa487c0c22b258ddd0ef7dce93adb
9999,9999,9999,9999,9746,11215,nodl-b42f0e0c973987d266cdeff8,,Only Clearnet,100k sats,1,031e649898e3e07847e4c09ce421a3144821a8951862046c5c741c252b47400588
9999,9999,9999,9999,9746,11215,nodl-lnd-s007-032,,Only Clearnet,100k sats,1,034dfeb3e4550c00980360e3aa11039875298ec3610a064c77854ab2da24507408
9999,9999,9999,9999,9746,11215,03a6a7c42f094ff034aa,,Only Tor,100k sats,1,03a6a7c42f094ff034aacafe9860bf8d6efaa97c062a8c6b9f1c5fa3af10a8a145
9999,9999,9999,9999,9746,11215,AEOMGLnd,,Only Tor,100k sats,1,02814d8cfe8766f6bfa96033a2f745f87cf4d7bfec2412bb93f41e0c492fd62dc7
9999,9999,9999,9999,9746,11215,09c6c2e09b31,,Only Clearnet,100k sats,1,021e030cb2f3dc3e79d413d2f624d8b5f67992d226388adf64c332903dd99c4ddb
9999,9999,9999,9999,9746,11215,023fe16e203a167f73d1,,Only Tor,100k sats,1,023fe16e203a167f73d109e8a07a77f0e423b8d4f6f4437d85f13008a6562431e2
9999,9999,9999,9999,12906,11215,BITCOIN-FTW,,Only Clearnet,100k sats,0,02e1237bbdcfefe6c41e974377f87f847d22c7a0798ddc8885b8549b5d60227b94
9999,9999,9999,9999,9746,11215,nodl-lnd-s008-023,,Only Clearnet,100k sats,1,031e782c02d1c807a7e8fb18a139109c7213bee61080f599d43b8e7f97214386ce
9999,9999,9999,9999,9746,11215,034da52df83f16735f5e,,Only Tor,100k sats,1,034da52df83f16735f5e5247930bd7392456856bb93311d0fe072675c74c4a0f11
3588,1771,4527,3943,3335,11215,0311483fe79895703bf9,,Only Tor,100k sats,4,0311483fe79895703bf9db49ee573f563d2c86da20e317818814db6b271225880f
9999,9999,9999,9999,9746,11215,020522071f95fab2575e,,Only Tor,100k sats,1,020522071f95fab2575e94c62966c76f64f199944ee531d9bcf1e5325de93c3d0a
9999,9999,9999,9999,9746,11215,nodl-lnd-s009-003,,Only Clearnet,100k sats,1,024ff6795a67e63ee66b5497b5c2da9cd641c7c89d2848bd2f1fe28e5588e8bbdf
9999,9999,9999,9999,9746,11215,nodl-5d620b37335f0009cc63798d,,Only Clearnet,100k sats,1,027ff64d868552239cdaaa5bea1cd9aab4cb07f3898924e87700d985bd1498dbbd
9999,9999,9999,9999,9746,11215,nodl-322a7524fc75059b1cf2c25a,,Only Clearnet,100k sats,1,02055838411dba34c72329e9872fc66d2f0dc0292c049d1313122cdec12c8d5883
9999,9999,9999,9999,12906,11215,Walden,,Only Tor,100k sats,0,02ed20596ef87669c9e47040de1d62a5915424b19d918334b6f5bc1be82ec41680
9999,9999,9999,9999,9746,11215,mynodebtc.com SunDog,,Only Tor,100k sats,1,03a6391b5c9a31f58a08d3644a9c39ac4b1cfc0377b30cd3f6c97b9d7bfc3b2cbc
9999,9999,9999,9999,9746,11215,nodl-49e6a9eb7f40c11c43e4da0d,,Only Clearnet,100k sats,1,0311c560d75398317ae2931c64b800f7151f5a55a558b25012346268052782e0d4
9999,9999,9999,9999,9746,11215,Nakamoto,,Only Tor,100k sats,1,024fb3ea19a974bf04565a0c1b5073b3795598c8ae45ebd4812230d755d777febe
9999,9999,9999,9999,9746,11215,02409a7366503c356708,,Only Tor,100k sats,1,02409a7366503c3567088fca386d520aee38be6eb38bf3841027b4f96cfb8a557e
9999,9999,9999,9999,9746,11215,03d4872bca4af5bb3d7a,,Only Tor,100k sats,1,03d4872bca4af5bb3d7aa47d1c43a6b6ff8a795a935f8e9797e8ed503d8ad6b4c9
9999,9999,9999,9999,9746,11215,02a5b74da6fc01011304,,Only Tor,100k sats,1,02a5b74da6fc010113042aacd8f3ba2eb27bef5a4a1ef991c5435faeb9782c7641
9999,9999,9999,9999,9746,11215,3ad667c3623d,,Only Clearnet,100k sats,1,03efea70fa17332f89df0ae4b6f3309c18bca2ec10ad97b15ed7f0893d15505eb3
9999,9999,9999,9999,9746,11215,nodl-lnd-s007-055,,Only Clearnet,100k sats,1,036be6145887d621021eab8f71a2bdd0343117c8ea0eb0cd8afa5ce5c400c36007
9999,9999,9999,9999,9746,11215,ce8c1309d1cd,,Only Clearnet,100k sats,1,03cb299203c614d969f9f8d5c8f3b58c432dbc8d4d77f1024c1a79ccdc7bdf186c
9999,9999,9999,9999,9746,11215,02805d480799db776227,,Only Tor,100k sats,1,02805d480799db776227ca486137917662746b1a591650dae551acb7ae3689213b
9999,9999,9999,9999,9746,11215,nodl-f359809b7cccc00828eb047c,,Only Clearnet,100k sats,1,02407ef2e0705e7261bdb00b38abe830b9aec40e34c715bf78b5bf8658291c10c3
9999,9999,9999,9999,9746,11215,DUNE400,,Only Tor,100k sats,1,02e136209659c4c9a859e4e90eb4f2a049d1c4f6c6961cea202a58ec3b63b1f939
9999,9999,9999,9999,9746,11215,5d1c04e1bd97,,Only Clearnet,100k sats,1,03a67d761af2f57d94573ddf02cbe940283bed1729245dc59e97c9de9f74e2e768
9999,9999,9999,9999,9746,11215,034d84ab5c890d0d0010,,Only Tor,100k sats,1,034d84ab5c890d0d0010e1855b31fa664314cedb3b495b823c0e9a82fd0e5198fd
9999,9999,9999,9999,9746,11215,fairfriidijitil,,Only Tor,100k sats,1,03a6f9e0d41f428a7b725adc0cd0f02b766c2952a3a66bc53dfec7024b501100e8
9999,9999,9999,9999,9746,11215,046-lnd-gar-nodl-it,,Only Clearnet,100k sats,1,020bc0a7457d71b9e038a916de479819151a4b152ab548da640e844a5f71b464ec
9999,9999,9999,9999,9746,11215,ThePilgrim,,Only Tor,100k sats,1,034c274749d13365d68cac0f4d7473a90f3de550a6335354d3d507c9dc2a68b9ab
9999,9999,9999,9999,9746,11215,02b0944194941f797d90,,Only Tor,100k sats,1,02b0944194941f797d90eec5dffa0d770523f80b6cb5ffc9960e2441a06fe9efdd
9999,9999,9999,9999,9746,11215,Billpat21 [LND],,Only Clearnet,100k sats,1,03a858dea8b0ece46ac5543dd89611fe8e17706bbc472722a585a8078eee9dd3cd
9999,9999,9999,9999,9746,11215,023eae2200723a42a373,,Only Tor,100k sats,1,023eae2200723a42a37389e457649eb27c6eabbd74c98cfe04430ad1050f54818f
9999,9999,9999,9999,9746,11215,nodl-bd3c1320c8183110a830c45c,,Only Clearnet,100k sats,1,02e0cfe9946e89f14dd9b4d0e1422854f5c57058b5ac32f94b9832ee9cc141348b
9999,9999,9999,9999,9746,11215,LN4L,,Only Tor,100k sats,1,023e9a5c04248fb2af3792427d4ec1e2860997862e0ac05706a0dde5adbe71461d
9999,9999,9999,9999,9746,11215,03a8c73eb1246c6e0568,,Only Tor,100k sats,1,03a8c73eb1246c6e0568e8baf9f777e11d52e840b767d8515e1128a83de63f56bb
9999,9999,9999,9999,9746,11215,nodl-lnd-s009-016,,Only Clearnet,100k sats,1,038f81a74483a45b88559f9da1cd3003a3b1bcc55f71404bce445c8fe9723a5981
9999,9999,9999,9999,9746,11215,nodl-lnd-s010-022,,Only Clearnet,100k sats,1,0251671b559a2286e21cd45a701adb02291d07e59e3e979738fc3f1b24ce38653f
9999,9999,9999,9999,9746,11215,0268d113198d23d3ca1c,,Only Tor,100k sats,1,0268d113198d23d3ca1c21ea80b87c58443c27f65b4728915d51b3ccf45f53dcb5
9999,9999,9999,9999,9746,11215,YELLOWSPAWN,,Only Clearnet,100k sats,1,03a92eb9100f5f4621241b26168b74612c4e63a39aa6eb99ea840cfcd6b37bac63
9999,9999,9999,9999,9746,11215,nodl-11b0601880b31b4d1a3fa1cb,,Only Clearnet,100k sats,1,02c9f35066136799cb6a4a1f683306ff6d8d071334c39d06b073f30500da2bac62
9999,9999,9999,9999,9746,11215,nodl-b32a98bc5e9c0f29eee8218b,,Only Clearnet,100k sats,1,0269e4d4d8afcfea22e45373ea25e42a16b3a268f134f1eff834c1d2e96f28252c
9999,9999,9999,9999,9746,11215,nodl-be8baf2ba47885a724934f88,,Only Clearnet,100k sats,1,02eda5b857699d9cc438339c7572843a3af6ef9feaec4ce9f39aee50a712dfc0c3
9999,9999,9999,9999,9746,11215,023fb48c091629d033c8,,Only Tor,100k sats,1,023fb48c091629d033c85116df1808c858e6570f500d86c6a553e44ba803152a6f
9999,9999,9999,9999,9746,11215,e3894b52085d,,Only Clearnet,100k sats,1,0250d07fc73cf04b4f25538188b571da7634172cf5463877f46ecff14012620519
9999,9999,9999,9999,9746,11215,nodl-lnd-s009-030,,Only Clearnet,100k sats,1,023fa5c5ce5dc414e951a9039987d074b157acde92c64462d98b9b5b73636d2b04
9999,9999,9999,9999,9746,11215,7ff78bf3ff4a,,Only Clearnet,100k sats,1,034d50bf483615d184e45b71ad343b3c5451ed49c24af7eef7c062a989d9d7b27a
9999,9999,9999,9999,9746,11215,347ca8bea09c,,Only Clearnet,100k sats,1,031eb0870be2a77d797e4ebd7fccfb302d681c7290ada739ff1f67a172cd60628c
9999,9999,9999,9999,9746,11215,8e6c0f14e31e,,Only Clearnet,100k sats,1,034d1fb1e6de7076703ff20f450e51fa285be53885869acd864ad0397d6ada2068
9999,9999,9999,9999,9746,11215,nodl-321f9fed00a61ebf20c5d260,,Only Clearnet,100k sats,1,034c5d06cbe5c174d8b34880a28f49c89036a0147dc427e66009e6b5bd47ad9c04
9999,9999,9999,9999,9746,11215,DamageBDD,,Only Tor,100k sats,1,03a7667cf5832af24a43c4ee9b5b82d732db120af57b357c44ae0d41473e6f2d05
9999,9999,9999,9999,9746,11215,nodl-lnd-s003-043,,Only Clearnet,100k sats,1,0269a6c378b9f9d98d76e204efab42a4be8cac91fd641d7e10b5ff6735db3dc338
9999,9999,9999,9999,9746,11215,023f3cc66e211b6e82e5,,Only Tor,100k sats,1,023f3cc66e211b6e82e55e7910f91ba048e2a19e7b5e6d02dbfd488f5a305e3602
9999,9999,9999,9999,9746,11215,02d3f5eca7d99392c64f,,Only Tor,100k sats,1,02d3f5eca7d99392c64f6e360103d5918c6c902c8b7afb6bea04a6d4949e7f9c85
9999,9999,9999,9999,9746,11215,02a572a5dfbe2781e374,,Only Tor,100k sats,1,02a572a5dfbe2781e374bad67f2b12c85f86ef570da4df4f329ca219f74058e883
9999,9999,9999,9999,9746,11215,ln-lite-1,,Only Tor,100k sats,1,023f1fe1ac6ce509a12ef38bab072ad1685658b04edfa363de56558245ef768e9f
9999,9999,9999,9999,9746,11215,esnode,,Only Tor,100k sats,1,023f0340b174d94360a59bf2ae66057345d14b00d9ddda6837c3905cd284944de2
9999,9999,9999,9999,9746,11215,nodl-03b59615a11f1f7211b13be9,,Only Clearnet,100k sats,1,03208593257947af24df04310e535ea283125af0084b0847e048232590a7953a91
9999,9999,9999,9999,9746,11215,sphinx-cln,,Only Tor,100k sats,1,02c7046d20f62012362ccf835fe5b4d4a1708e518592f216afeefabeadfc20154b
9999,9999,9999,9999,9746,11215,023a09ed1c71abc22e84,,Only Tor,100k sats,1,023a09ed1c71abc22e84424d3943cadf4637e0d03b30fbb8bc19cfd87f6c2d7b43
5736,4386,6214,6014,5754,11215,0203cf65531719c96198,,Only Tor,100k sats,2,0203cf65531719c961986302535d1b9b3594b9eda27de7a9caba163f644a434b41
9999,9999,9999,9999,9746,11215,nodl-lnd-s009-050,,Only Clearnet,100k sats,1,0342f837fc7f67f1cd294d7fe48bca5768e155f2138dcae3d632a16914a0b53f0d
9999,9999,9999,9999,9746,11215,03c7c69d8b23e39c792b,,Only Tor,100k sats,1,03c7c69d8b23e39c792b85e290480356464eb8bbb6c920f9e193d533f2291c97bf
9999,9999,9999,9999,9746,11215,c905307ba8d5,,Only Clearnet,100k sats,1,03ae89e79bc109aac5f13186327e8145eda2ff0428c892993234b7c1323684301c
9999,9999,9999,9999,9746,11215,02c6c896bf320bb84a1d,,Only Tor,100k sats,1,02c6c896bf320bb84a1d249d5677dd36f70102bbeab5a168d08495563121ea99f4
9999,9999,9999,9999,9746,11215,02652065bf4a2f483b58,,Only Tor,100k sats,1,02652065bf4a2f483b584935f0d45f33e348d0d16a6ced22fc42f51cd498dc9f80
9999,9999,9999,9999,9746,11215,Dianmu,,Only Tor,100k sats,1,03d5bfbe9ac9203db7a348a151399c744a87d278848327c207e79c9592f60cc818
9999,9999,9999,9999,9746,11215,maxibon,,Only Tor,100k sats,1,03db53f84654ff29dd2164b4d5f4a8913823e5a4486a40538375cfd9a611ba9bbc
9999,9999,9999,9999,9746,11215,0228e3fa481b5ab40b05,,Only Tor,100k sats,1,0228e3fa481b5ab40b050ec2a20b2e6688e34a9af3b3d6cc066cac69be0f7d10e3
9999,9999,9999,9999,9746,11215,0264f5b5592570f63559,,Only Tor,100k sats,1,0264f5b5592570f63559493f1b5979106e073023d73fc771b7854160bbeb3df997
9999,9999,9999,9999,9746,11215,0288ecf8d9ec6a14dce9,,Only Tor,100k sats,1,0288ecf8d9ec6a14dce9691b24d1310b5bd672b29ab5d044ab5061c6418cc9749b
5736,5506,5605,5385,5754,11215,0342791779a6aba608f3,,Only Tor,100k sats,2,0342791779a6aba608f3afc72a0d6925c45ec1fb9d89945afc29164e84dcc2a278
9999,9999,9999,9999,9746,11215,03e1721212078d3185df,,Only Tor,100k sats,1,03e1721212078d3185dfea68cfa2f7b86630c9f7d3cdb9ea579e0750ce31b86116
9999,9999,9999,9999,9746,11215,03ec51a893cbf8bbfa27,,Only Tor,100k sats,1,03ec51a893cbf8bbfa272c1bc1870fb5d28ee9960d12e69cd77df1d36bb3df6a15
9999,9999,9999,9999,9746,11215,nodl-6279c8b81ac6f428c3a846e1,,Only Clearnet,100k sats,1,025382094fd8a6c528a7dd9be66dd39aae2e41108edbdbd499dfc44e6260b9d1fb
9999,9999,9999,9999,9746,11215,nodl-9dbe6c5b33b664c6c3e29b16,,Only Clearnet,100k sats,1,034348dd0cfca9eff2928f25cea86e3e89c2ee28e1f3cef52ed3dc16708af5f025
9999,9999,9999,9999,9746,11215,Lightning on Raspibolt ☇,,Only Tor,100k sats,1,02c70b35dbc91e97af58d9b4f01fb96cbc392564488d3066b5570df568bcb5a049
9999,9999,9999,9999,9746,11215,nodl-lnd-s010-026,,Only Clearnet,100k sats,1,02532f32072d0269fea8792570aa0e0d6840c599ad654827001a840d752b8b7916
9999,9999,9999,9999,9746,11215,03722c9311a2e8308888,,Only Tor,100k sats,1,03722c9311a2e83088883efe9ae3995c69c1f0740719956f3087d513ac5e3812a2
9999,9999,9999,9999,9746,11215,mynodebtc.com [myNode],,Only Tor,100k sats,1,03222e747f960a5a990e5242dc42ebde8c17bd6b3bdfeada562b1b7151a510941b
9999,9999,9999,9999,9746,11215,02d5b8d4e39f0f64695d,,Only Tor,100k sats,1,02d5b8d4e39f0f64695d4121ada475873e8b36ddc9adf5dbd1d687bd0a775b37a1
9999,9999,9999,9999,9746,11215,025337abc30748b6aa3c,,Only Tor,100k sats,1,025337abc30748b6aa3c9a77e03b9db02d1ced8e0d28dd45860369b3d9200e3500
9999,9999,9999,9999,9746,11215,0265ca36cce46cd1c150,,Only Tor,100k sats,1,0265ca36cce46cd1c15003ce285d6a87faba63ceb8478615b7dcc460d7260519a0
9999,9999,9999,9999,9746,11215,Rhinonet0569,,Only Tor,100k sats,1,025361e6c9aa972c3720cabd30903d921f3fc969e0d25b1a233f0e8ea348c3d122
6624,6345,6507,6506,5754,11215,Tlaloc 1,,Only Tor,100k sats,2,02b1d72f7d8a15a3d23f8ca30924cf43e4def8908db2bd72ecece7d2e6362c5f5b
9999,9999,9999,9999,9746,11215,jjcapital_mynode,,Only Tor,100k sats,1,03e16576ca415e4f6703e65b10c0763f91ac33911d9894ef2f579a3ebf41b06490
9999,9999,9999,9999,9746,11215,nodl-lnd-s010-023,,Only Clearnet,100k sats,1,037287e1cb2690914886f51d7188d904a8c9e19b691509e6890212b158438ecd54
9999,9999,9999,9999,9746,11215,nodl-lnd-s007-014,,Only Clearnet,100k sats,1,03225e307ff9a2fb58ac68bb1559a8faf2f7204769a0ee02921826f1bcf39bf4c9
9999,9999,9999,9999,9746,11215,03ae3d9c4d2d477f87d4,,Only Tor,100k sats,1,03ae3d9c4d2d477f87d454df18e480290148fdd3af2722bf88a4445052fde455a3
9999,9999,9999,9999,9746,11215,nodl-lnd-s010-040,,Only Clearnet,100k sats,1,03aefbdce447c4c1d4be9ef7472ed04d50dffc8eff5119d15efce88aae904e37d9
9999,9999,9999,9999,12906,11215,⚡ CoinGecko 🦎,,Only Tor,100k sats,0,03c766c806d84d6da0c52ce4ff8a0a3c4b869c06fb13e4fc352b44dd545e267dd4
9999,9999,9999,9999,9746,11215,pt1_028a138a0a7e8fb66348,,Only Tor,100k sats,1,028a138a0a7e8fb6634807fe48f5b7a64ea1f0c096172f179758753984613aeee1
9999,9999,9999,9999,9746,11215,LN.MTX7,,Only Tor,100k sats,1,02c61651a447bebc1b4d07dddd5bcc307381852fa5a0501a703075f8dbffc38f49
3588,2372,3163,4373,4187,11215,FinlayDaG33k,,Only Clearnet,100k sats,3,037446c6ad6976bb253e713cd8af4f27ba734cb843b3d6cfa3b9881a13d2cfc26d
9999,9999,9999,9999,9746,11215,archimedes,,Only Tor,100k sats,1,023903c9d9e1af5846ad2d53d1f6d44cb388502733ca6ff836d23b8e3f7bc8245f
9999,9999,9999,9999,9746,11215,nodl-lnd-s009-018,,Only Clearnet,100k sats,1,02c5f4b8146c2ada4493df6ade9398e2ec4bc450279a0b7890b55fddb62c718563
9999,9999,9999,9999,9746,11215,03894f2f51e9443a93e3,,Only Tor,100k sats,1,03894f2f51e9443a93e341b0daeca6f0512f1270711f0a73306b9502babd897b9e
9999,9999,9999,9999,9746,11215,nodl-6525a87102a7a6fb70b512fd,,Only Clearnet,100k sats,1,03c76339c9165877b3576d27a0cc20d9f2778cc9085d984ddd4f66b4736aaef052
9999,9999,9999,9999,9746,11215,Oworld,,Only Tor,100k sats,1,02fec4f95f9a290bcaba796e926a46be68b97f21a9292086c790cdf35db5eb4009
9999,9999,9999,9999,9746,11215,0374a60f6bc5d4c9fe73,,Only Tor,100k sats,1,0374a60f6bc5d4c9fe73816b3a7593c965bcf27ae82bdf2edf84cd5dc54d325cc6
9999,9999,9999,9999,9746,11215,0238e073cabe0fe6579e,,Only Tor,100k sats,1,0238e073cabe0fe6579e4cef1886639fba49e192792be575e441fa4b6919b7b9a7
9999,9999,9999,9999,9746,11215,nodl-1f3cd20f60d992c0891a3e6e,,Only Clearnet,100k sats,1,021cb4d7edfff8d21c6c177d095f560837ac61a49e88244b92aee2a065f7925510
9999,9999,9999,9999,9746,11215,0389189c76789077726f,,Only Tor,100k sats,1,0389189c76789077726f0620c837545b140d7a06ea61d9703b7a0418ac11e6926d
9999,9999,9999,9999,12906,11215,FUCK ELON,,Only Tor,100k sats,0,03c75ddddd9d0c8b087fb8ac77199c2a132c78b011ccab893dc6a2735ac30b8179
5736,4240,3737,4753,5754,11215,038afc81bc561dde9b9e,,Only Tor,100k sats,2,038afc81bc561dde9b9eaa0ec13eb73c6994339bc862c398de08f30abfbd909e29
9999,9999,9999,9999,9746,11215,LagomeraBTC,,Only Tor,100k sats,1,03ec09c78c9f9a88d804111b4aff48ed9e725c3c49c480f8deb4c2fbf6e4ae8f7d
9999,9999,9999,9999,9746,11215,021cd567229837d07cc4,,Only Tor,100k sats,1,021cd567229837d07cc486379f313b3a44c8200846203a0d4d634439198c6d8b45
9999,9999,9999,9999,9746,11215,nodl-lnd-s008-030,,Only Clearnet,100k sats,1,02898ed66d389c4d73f6adbfe583d0c398649b4dc66418e99b84e2b4863668960d
9999,9999,9999,9999,9746,11215,nodl-1df2126134f1565949d68754,,Only Clearnet,100k sats,1,0322fd51e14b2c66e5a64c8439f2b6094c5e66388d4187940ac4283dd74d2a0799
9999,9999,9999,9999,9746,11215,2d3d6ecdde3f,,Only Clearnet,100k sats,1,0264b1d30d9562770e1cbe3ca2e273a2d6fecbdd274e3de118b4bdd71cc85e10f1
9999,9999,9999,9999,9746,11215,nodl-lnd-s010-025,,Only Clearnet,100k sats,1,03738dcc712b45706ef0c152ed8bcdbcb2f16797ddb42b396270935407ae72f3bf
9999,9999,9999,9999,9746,11215,032301f20f8ba4d4a060,,Only Tor,100k sats,1,032301f20f8ba4d4a060df6bd8e907f7d6e66a5dfef2110dc589e070dedec84941
9999,9999,9999,9999,9746,11215,Simbolist,,Only Tor,100k sats,1,03afa802b7aa08f97d5b34522da620eab528f7e952330618a68270da9cc313a45c
5736,4927,5765,5735,5754,11215,0341ad401515ef0c6231,,Only Tor,100k sats,2,0341ad401515ef0c62316dad5e54532d7db46084d912ce4d08e67be2c49af5ef3a
9999,9999,9999,9999,9746,11215,020ec9d5bfbeef8ffb27,,Only Tor,100k sats,1,020ec9d5bfbeef8ffb2754d763568fd7ed1bc32b41a55fe25915d4024759592b8e
9999,9999,9999,9999,9746,11215,038a82c22493e748e4eb,,Only Tor,100k sats,1,038a82c22493e748e4eb05fcb955bc967ecd1471aa0f1594d928d163db510bacaf
9999,9999,9999,9999,9746,11215,mcfly,,Only Tor,100k sats,1,0264593a46a26a447c1264f79511acd02bd82be218785b98379aaad7b2be38f8ab
9999,9999,9999,9999,9746,11215,0289cca5e48e7890d806,,Only Tor,100k sats,1,0289cca5e48e7890d806cf2f4790eaa4d672fcc249f2ffefa85d27315199a5b843
9999,9999,9999,9999,9746,11215,0307336cf860655c616f,,Only Tor,100k sats,1,0307336cf860655c616f45a1912d3b9127e51e3d0c4293992ad5bc2bfa4f55978c
9999,9999,9999,9999,9746,11215,aed0c78df339,,Only Clearnet,100k sats,1,0371ff44cb510c73a914e28bf15544d391039dbdf9859f2025a14596b6200e90bc
9999,9999,9999,9999,9746,11215,ln.festivaldelhumor.org,,Clearnet and Tor,100k sats,1,03ed88bb37c8c53c509d9a355e5a103614ebd30c98b7895ea4ccaddee262db190d
9999,9999,9999,9999,9746,11215,DickAvatarsNode,,Only Tor,100k sats,1,02862a173b695036b0f8f24e4c012f778d1e26c12ed18a48b17f66270a9a26b692
9999,9999,9999,9999,9746,11215,SLEEPYCHASER,,Only Tor,100k sats,1,03dbba8e7e214676bd8598ecb88220c12982cb818eb0861de7660953d93d0819a1
9999,9999,9999,9999,9746,11215,robsblitz,,Clearnet and Tor,100k sats,1,023be67bb0b56f506dd7d2f9b5b2bd85725d780b53fa303af8009c119a8ef2b7ca
9999,9999,9999,9999,9746,11215,nodl-lnd-s009-011,,Only Clearnet,100k sats,1,03ac534d5493b6421db246e34eba7730c42eca79cb3aaf08e0a6082c7bca8187bc
6624,6345,6219,6251,4187,11215,gbdemo-lnd,,Only Tor,100k sats,3,032156fb75dffb5bd19edd99b459de31eeba48bf174d0fd5c22a24962266809d13
9999,9999,9999,9999,9746,11215,nodl-lnd-s010-018,,Only Clearnet,100k sats,1,03fb62dc6978c13ec60913e60640369ccd5b0cfcf05f1997e3e57d6c1c46f42eb5
9999,9999,9999,9999,9746,11215,suneo,,Only Tor,100k sats,1,023bdb58a51300e756754c602eb5e3b1f486195e747ffe77346124fa9ee8b87a50
9999,9999,9999,9999,9746,11215,nodl-95c741c6d1009d420a455e8b,,Only Clearnet,100k sats,1,0346fdff642532803c4d72923a3b7e05d55a6d91542095c53b982e2449ecd44153
9999,9999,9999,9999,9746,11215,nodl-31c2d01e784f56c5d445a0ed,,Only Clearnet,100k sats,1,03216b4bdfcecb763d31ba5e6cec622d1f4525cdbe697052e4324fbd542c7c4a65
9999,9999,9999,9999,9746,11215,SatsOnSats,,Only Tor,100k sats,1,0252ace247fb99be552884ccff0032adfc96f46874111bfd152d5bc5ac881f4dd2
