Degree_Centrality_Rank,Betweenness_Centrality_Rank,Closeness_Centrality_Rank,Eigenvector_Centrality_Rank,Active_channel_cnt_Rank,Capacity_Rank,alias,Node_Type,Clearnet_Tor_Status,formatted_capacity,Active_channel_cnt,pub_key
9999,9999,9999,9999,9746,8687,Herbie,,Only Tor,500k sats,1,0252bb102c81d8482339b5c5fac999a1217d7e9e407e11f4e58ffdacd9ba7dbb58
9999,9999,9999,9999,9746,8687,mamedaifuku,,Only Clearnet,500k sats,1,02668fd8a986f2e7ddbecc26133aa2abb22eb5282970b25a799b9cc540e52bea1c
9999,9999,9999,9999,12906,8687,MAX,,Only Clearnet,500k sats,0,02b19bc1a15ee13833a827250f4205e9ac13313750cbe94b9a188071dada8fbbd4
9999,9999,9999,9999,9746,8687,0370579e218d002f7939,,Only Tor,500k sats,1,0370579e218d002f79390d4295f053721d26f747ed667ddb175bf36ef46397c662
9999,9999,9999,9999,9746,8687,test-lightning,,Only Tor,500k sats,1,03fb00f7fa0b30a2e548c37e09bc396ef03e55078aee59ab0f85c9f4fbd7593a9e
9999,9999,9999,9999,9746,8687,my-voltage-lightning-node21,,Only Tor,500k sats,1,021d78896887670b0b206c232b6f42e2e35f8ada047fe1340233de7387c2c8e161
9999,9999,9999,9999,9746,8687,test-node2,,Only Tor,500k sats,1,03fac8d73daecb0bd933f16b8eaf67a8e707bee7108e23ee5ddeb0d949d805bd62
9999,9999,9999,9999,9746,8687,wertolitik4,,Only Tor,500k sats,1,036fee0eb914d63cd348efb052a1f2414a8e52c90abd2c7a5e72f5b1219ef57bb6
9999,9999,9999,9999,9746,8687,nigel-node,,Only Tor,500k sats,1,0266f6bfd35fda6825fc788620184c33cb9afe816ee37830ff97bdb704aa6d3e95
9999,9999,9999,9999,9746,8687,ts,,Only Clearnet,500k sats,1,038d218c950c793ae42b9dd2c92bde64fe5f87518b9e4362da121f1bd68752aa70
5736,4439,4295,4919,5754,8687,BTCEngineerGER,,Only Tor,500k sats,2,02b0e31cb09b720f003c74e80e59cf124b272056eabdfc33530de1e40720920bac
9999,9999,9999,9999,9746,8687,SriDeFi,,Only Tor,500k sats,1,03dbe6da19e84d87d30b0fb72b11b22202cbd16bb28d1a6dd9d99c7a83154485bc
9999,9999,9999,9999,9746,8687,0204b68f6ea251749325,,Only Tor,500k sats,1,0204b68f6ea2517493257f98910b3da0461cb62ba12bf69499aea2b795341e37fa
9999,9999,9999,9999,9746,8687,holly-lighting-node,,Only Tor,500k sats,1,038d585fef18992279ec90536341d03ce3822309dff207e9cfad8e31c86d414d4b
9999,9999,9999,9999,9746,8687,0310daf075a3628f60be,,Only Tor,500k sats,1,0310daf075a3628f60be9add89d63544622ae778a9658b6575bf02d2a4d302bd61
9999,9999,9999,9999,9746,8687,leisure-lightning-node,,Only Tor,500k sats,1,036fa03bbf88db899c660d89eec241b0b6b35be31acff93634bead8d74cb0e94db
9999,9999,9999,9999,9746,8687,Gamecocks,,Only Tor,500k sats,1,02b7b78a5d669a2eec3be088d7adc72e238eee33685e8ccdf67e32f14be26f1cde
9999,9999,9999,9999,9746,8687,satsathome,,Only Tor,500k sats,1,02b091096defdce0594e13e69103c62bdebdfa0fd9500fa05f990432435d02a75e
9999,9999,9999,9999,9746,8687,227fdbe93654,,Only Clearnet,500k sats,1,038c2ea2ed13f39bb776d618af021f9f5da69cc82bd894805dd0e314304aac4663
9999,9999,9999,9999,9746,8687,pushpunish3,,Only Tor,500k sats,1,0218c64f91e5790ca916aab3923c633361a7a491943588b2131cadbc096d6bd9cf
9999,9999,9999,9999,9746,8687,YOUR_FANCY_ALIAS,,Only Tor,500k sats,1,0375008f1149a604181698a79766c261daedd453296ed66a7b92a203fef6dc4640
9999,9999,9999,9999,9746,8687,tutan,,Only Tor,500k sats,1,030f2fafd645522a88939e051c60ce71c061ad8510f9726a05fe197b44b282d010
9999,9999,9999,9999,9746,8687,alanode,,Only Tor,500k sats,1,03736f26573be62ec79fbbb11ea6b3091472fc8d5b2e30c4c3c562ce096371b4e9
9999,9999,9999,9999,9746,8687,Pepe-Node,,Only Tor,500k sats,1,0253aa2f6b652d99fc9d6e2aadcd78235fc86a08308cd70abdad2fc6d7a2e98b80
9999,9999,9999,9999,9746,8687,bizwallet,,Only Tor,500k sats,1,030f0476b281a9adb7f863da2e4b633f4f3285099286cde8b8997ce16c8f034ad2
9999,9999,9999,9999,9746,8687,lnd001,,Only Tor,500k sats,1,0264a65a1c79c450893cff604bdecf97a55a91d734ac72724857c35c15bab3a083
9999,9999,9999,9999,9746,8687,bindanode,,Only Tor,500k sats,1,03fc589aca47b13783c73c657ad9ce79ab12cc200259bf339c95cf33a37daf2da3
9999,9999,9999,9999,9746,8687,ray99kibz,,Only Tor,500k sats,1,030fccb66d2b2c90e3dd9d7fa651c24a50717e947aeff14423da2984b7b752dcac
9999,9999,9999,9999,9746,8687,1-one58,,Only Tor,500k sats,1,0373cef00cd611c24f21e4461643c5ab9daad6348f8d22247b3927fbff220bfe1b
9999,9999,9999,9999,9746,8687,testnode,,Only Tor,500k sats,1,038a13fee9543bd450e242edbe30cc32c8109d4e1fa49b3b7c849384740449eb6b
9999,9999,9999,9999,9746,8687,ojb-lightning-node,,Only Tor,500k sats,1,03897f1387ba43753b67b7e94fe7a69dc72bab6f6b1f1d3cfc2629aebc091b0129
9999,9999,9999,9999,9746,8687,Aryan666,,Only Tor,500k sats,1,03744a186f154309aaf2097f950c122d7bae455a257412928b6dc6c75bd8dd484a
9999,9999,9999,9999,12906,8687,McCrea's,,Only Tor,500k sats,0,0307312f157abb65f78f0dee3cc9aa81d343dd3ae44d8e08bbb61ef513c52c9be6
9999,9999,9999,9999,9746,8687,bitcoin-black-pill,,Only Tor,500k sats,1,03fc330ce776e856ee1ff53a067f68dd2fc3819313a3baa9e1755f8ff07f13a81e
9999,9999,9999,9999,9746,8687,btc-with-george,,Only Tor,500k sats,1,030f4d468d6ddfc0adf96e0deacae8a0d8c7880e5093fd784f2bde152b695a224c
9999,9999,9999,9999,9746,8687,bitcoiner-freelance-LND,,Only Tor,500k sats,1,038b1b7a5fc58c7f74e5a23f0fab191528e9178bd19bda335d14984e52bbdfce30
9999,9999,9999,9999,9746,8687,030726b77cfaae4e7207,,Only Tor,500k sats,1,030726b77cfaae4e72079a19aa4ee77cdffd902139cd61eaca6698b7740eece29f
9999,9999,9999,9999,9746,8687,TOBG-CL,,Clearnet and Tor,500k sats,1,03db7ac914d745f489c5974a998c1984a7d015cb117f9c31e10f337e7df2166e58
9999,9999,9999,9999,9746,8687,schoolofbitcoin,,Only Tor,500k sats,1,030f5cdc11b849a47dbbae94b460e1e2cf740c2f4734bc957247eeb9fb48ae38a3
9999,9999,9999,9999,9746,8687,Operator_Xan,,Only Tor,500k sats,1,021d42b9d1828ab59545df81e529fc071143ae665b53830423f072b2c4b6dffa1e
9999,9999,9999,9999,9746,8687,PlebRouter,,Only Tor,500k sats,1,026549d999c74da329d4c5007a6be42043144435c64ec00cc586f9a9a5dbacb6fc
9999,9999,9999,9999,9746,8687,0265b44c8460100ad27d,,Only Tor,500k sats,1,0265b44c8460100ad27df8ababd907d5c0e82d563061bccd4484ce936e0b121c74
9999,9999,9999,9999,9746,8687,FlushStaging,,Only Tor,500k sats,1,03723bfccb0a9713197e64b1d9407b13f723f3ae03177ef76c61648e09e5477fa3
9999,9999,9999,9999,9746,8687,038bd3aad6769f8e4c65,,Only Tor,500k sats,1,038bd3aad6769f8e4c659c5c82e70b478e61ed17da2bf6e2a5f9b7132cf8db3d1d
9999,9999,9999,9999,9746,8687,purple2,,Only Tor,500k sats,1,0265e8ab60542de549b0729c05881d849759b3c6b57e605c8d99ca641e3eb9f995
9999,9999,9999,9999,9746,8687,0204118e61e0cc0fd52c,,Only Tor,500k sats,1,0204118e61e0cc0fd52cad70d133771943adaf77b8c4ccbb2732ac501e31f9a021
9999,9999,9999,9999,9746,8687,02b029b7d67a6fdc1e4b,,Only Tor,500k sats,1,02b029b7d67a6fdc1e4b16a2e8113a4d04745b05a6b142215764eab2ce3a70a928
9999,9999,9999,9999,9746,8687,agBITnode,,Only Tor,500k sats,1,02523d72ef56f9e8ee666a15f3c81e7e4905f3bd206aa3f4feb0f3e0ef6ac1e92b
9999,9999,9999,9999,9746,8687,lnd-amal,,Only Tor,500k sats,1,02e04ef69a97bbe598447fee8326ba1cedfb9df768cf19d918d43eaa9c5bb49969
9999,9999,9999,9999,9746,8687,bp-ln-node-01,,Only Tor,500k sats,1,02187196b351346d6d7adbdf1948593f91ef3b0794a09ed32b0a5427b84ce7d23f
9999,9999,9999,9999,9746,8687,ConnectTheDots,,Only Tor,500k sats,1,02e2788414b7809d1db71e3aa4af4540d647035a20e90dfdec7bf699284e07b924
9999,9999,9999,9999,9746,8687,harsha-alice,,Only Tor,500k sats,1,024e584b685a7b75c2bbdfa103abeb4e3afbecac7bec92af9b4a01487d17b810ba
9999,9999,9999,9999,9746,8687,026b7fcc2b3f479f53ab,,Only Tor,500k sats,1,026b7fcc2b3f479f53ab6fb83127c3b4b141b482b6723bf3210e618f6d2b3358f3
9999,9999,9999,9999,9746,8687,0391c73babd29fb3ce40,,Only Tor,500k sats,1,0391c73babd29fb3ce40ef634f6479fe1c3a0f85ad0c0e2ced26563b172d7e1270
9999,9999,9999,9999,9746,8687,020611a537da761018cf,,Only Tor,500k sats,1,020611a537da761018cf01afefcdc9cb6aefd68d1e85ea269ac1666e4b6371275c
9999,9999,9999,9999,9746,8687,unscientific-educattion,,Only Tor,500k sats,1,024ebb99af1a70ec402ee94c09f4d3f60c2fbef5e8fe51e521427c3d112385db55
9999,9999,9999,9999,9746,8687,BitcoinForFarms,,Only Tor,500k sats,1,03f92ccb50a65ef76824705bcec7bf0bed1dee656e5417598f1ecd25dfc4d25f32
9999,9999,9999,9999,9746,8687,036ab86d8db92684e166,,Only Tor,500k sats,1,036ab86d8db92684e166ad40afe7f48aed5840312e3b08fed9dcbff27e20d8a7a5
9999,9999,9999,9999,9746,8687,maxout,,Only Tor,500k sats,1,02e1fca36731b6c6940bf88009a6e4f66f029d97c5d2f4ca2dafbba5435bc5257a
9999,9999,9999,9999,9746,8687,sidney-marie,,Only Tor,500k sats,1,02e1e5443d295eedd011863b60280b334b7b14fbe5f7820ae6dcd1757587be9e7d
9999,9999,9999,9999,12906,8687,bestlife,,Only Clearnet,500k sats,0,031330e55210ea87898be3265c2e3285adcd573f6e6deb33f8f314a913596bf543
9999,9999,9999,9999,9746,8687,024f61ca335f4e6ccec7,,Only Tor,500k sats,1,024f61ca335f4e6ccec71ef9a20b5c50565bfabeb729d68bbb89a03f32e69ed525
9999,9999,9999,9999,9746,8687,cruel-bologna,,Only Tor,500k sats,1,039291a5e1ced56304e135a867a3ded8af40f723a7221555bab613d8c536097eb4
9999,9999,9999,9999,9746,8687,amok-products,,Only Tor,500k sats,1,0369372b26b4e435451cb26b4f9b31e422321ec51c0a3cfb35ef76e205ec33cf3b
9999,9999,9999,9999,9746,8687,stacktoshi,,Only Tor,500k sats,1,02b8ba880f8bc74730d9df7eae5fb61b8c073bf81aa75223ce2a668102c11b6683
9999,9999,9999,9999,9746,8687,raptoridge,,Only Tor,500k sats,1,0392de45a57ca3e4d9f38fe57f81c56a15a105d883a6fea93dc514dd1602a641b6
9999,9999,9999,9999,9746,8687,0392e6898f0da69eeb60,,Only Tor,500k sats,1,0392e6898f0da69eeb600eeca40a4b246602c4d031a254a55b0dd7678c2f7bf34e
9999,9999,9999,9999,12906,8687,BLOCKAGRAM,,Only Tor,500k sats,0,026c915977811b4c4efde1b465fda1952e25bc702a3bba8f7346964ae302115efb
9999,9999,9999,9999,9746,8687,Xenapos Node,,Only Tor,500k sats,1,024d8862a766d829fc4adc56134a4e0bc44ade97fae849972177cc40fd19ccccf3
9999,9999,9999,9999,9746,8687,wetrustinbitcoiners,,Only Tor,500k sats,1,03dcea04c2c6caee79b85b9e9fdabc3ce1c428495fc3dc56178f37bd076e71b356
9999,9999,9999,9999,9746,8687,btc-nodes2,,Only Tor,500k sats,1,026ce8cbe2b6a757fcca5be45bc50ce7404c2e332edbf694d651006be911e1127a
9999,9999,9999,9999,9746,8687,test-node-1,,Only Tor,500k sats,1,026cf8782a7735ac62f0eac8f790798cb288e0068dd4c36081a71da85c93f1d864
9999,9999,9999,9999,9746,8687,lightning-main,,Only Tor,500k sats,1,02180da2fd681032bc2a969d2978e382e95be597f46d611618de556aa52d74c497
9999,9999,9999,9999,9746,8687,xavier,,Only Tor,500k sats,1,026d5797184667830b3a24ad45b493fe3666bb48040a1aa53c2bf0f564dff1b136
9999,9999,9999,9999,9746,8687,jack-test-node,,Only Tor,500k sats,1,026ad61c98deeb7d8a8bddfe7695ea2dcd1b889b6baa5c83773413d8d6d0a75211
9999,9999,9999,9999,9746,8687,porter180123,,Only Tor,500k sats,1,02ae33d08a4973b2cb77cab8f137ccfd7925a9019f4683a47ca7d05174bf22318d
9999,9999,9999,9999,9746,8687,Raspibolt,,Only Tor,500k sats,1,036cef9e0badb2abd3d452e8a51d6fdcc3ebf6ce7fce3dea1a9331aef3737ebd6b
9999,9999,9999,9999,9746,8687,02520f3cfb904b1b1dd8,,Only Tor,500k sats,1,02520f3cfb904b1b1dd86b3c64eb0c579483ec47db3d83ee01220e633130de2133
9999,9999,9999,9999,12906,8687,veliakman,,Only Clearnet,500k sats,0,03d4b06f17456c936c7b14a0ceb370581e8574946b8e4aef630e14a6eb8a178ea6
9999,9999,9999,9999,9746,8687,ebetnahuy,,Only Tor,500k sats,1,038ed59d1e11ad88571c05d2f9a61e0a6408dc6609b46d2808eece5419f366905c
9999,9999,9999,9999,9746,8687,bitcoin-saves,,Only Tor,500k sats,1,0268b7977f3435c5b7ce777457211b40ab95e6620f25298e88ad442b6064d55a8c
9999,9999,9999,9999,9746,8687,Rangel,,Only Tor,500k sats,1,026902742fe43f0f899aadd2b2efacf22c7e89c57dfea8a495bd635ab3e75474ab
9999,9999,9999,9999,9746,8687,test-sats,,Only Tor,500k sats,1,02d41601da4ed19f1c9b4fa806119d773c8020d3741b7366ffc35dceb324584761
9999,9999,9999,9999,9746,8687,btcbanff,,Only Tor,500k sats,1,038fa257772213d1fed7a0d4c5e22bd4ced8d5c469df615976f1bb7bc328788aca
9999,9999,9999,9999,9746,8687,Chunk,,Only Tor,500k sats,1,020503c98b902db313054e85321d992f0536eff971d8eb2db0230b7ec5d6d75ea4
9999,9999,9999,9999,9746,8687,bringin-node,,Only Tor,500k sats,1,026946c68a14e0845c5c03ebeb7c9029bb803ab32bcfb69d7c375a5f5a78eda48e
9999,9999,9999,9999,9746,8687,pi-hkal,,Only Tor,500k sats,1,0269f3c81195e8100f89f3ef4b70f3f855b7859bb48cd8b8581e2217134da5773d
9999,9999,9999,9999,9746,8687,02e1a4c5e23f0ffda5f3,,Only Tor,500k sats,1,02e1a4c5e23f0ffda5f36ad5c1e3b2c7a1c733acee09b92e49c4b77c1d3f90b33e
9999,9999,9999,9999,9746,8687,forty-for21,,Only Tor,500k sats,1,026a234736dcff012b18d6ad4f4ba044cd13b5e75fe9e38c6af4de8032e837f7ca
9999,9999,9999,9999,9746,8687,WeAllEat,,Only Tor,500k sats,1,021e39c6d51ecf091a67b4ca5b4787a146663e9db9ba4e23b71aa500d9387d8399
9999,9999,9999,9999,9746,8687,onestopshop,,Only Tor,500k sats,1,0311edb2fb79430b4f3b8619b42acf5ca4d54f5ec8d3bb635ed6bdb26d688f836b
9999,9999,9999,9999,9746,8687,myfhedgu8,,Only Tor,500k sats,1,03d42ab691aaf174cc3cf53c84af189c1b588ea6330cbf09b559669fa682e2a434
9999,9999,9999,9999,9746,8687,sams-place-node,,Only Tor,500k sats,1,03f98e86ad857b0ad2c82f0b9b2bd0fa0e140dfbaf180eaf075998f70ec49f882c
9999,9999,9999,9999,9746,8687,paimon,,Only Tor,500k sats,1,02b824530f24b76bca38bd06d5b6e5316946a348eb756876d217b3ab404527da58
9999,9999,9999,9999,9746,8687,buzzster,,Only Tor,500k sats,1,03d3996a838e9dd0f18e32987c18ffdae12df6681848d2dc9f8195ce90ab31be41
9999,9999,9999,9999,9746,8687,vlt-node,,Only Tor,500k sats,1,02ae58922b89093f622a70cd2f57144df990bb53f6cd48f7a0612bd5a354826b2a
9999,9999,9999,9999,9746,8687,tip-toshi-node,,Only Tor,500k sats,1,0391391575a8e3c7b8340593410f539567fd79300853b02bd1cc1902efb00896ac
5736,6345,6331,6069,5754,8687,03d6b7b4dfa946132333,,Only Tor,500k sats,2,03d6b7b4dfa946132333ba459361c0e6c9d33d44681db25e9ef643425d69102027
9999,9999,9999,9999,9746,8687,temporary,,Only Tor,500k sats,1,03752635d466f6795563ab706d3c1df182407c0af3ad44e76a5f2ca83da8a017de
9999,9999,9999,9999,9746,8687,awesome,,Only Tor,500k sats,1,03f87d9889781fb661e8d54a45cfd8e6721b1ac554dd65b3c92b6824bb773eb2c6
9999,9999,9999,9999,9746,8687,021b67c659f3427598e3,,Only Tor,500k sats,1,021b67c659f3427598e3bf98399858afe4d78bb21498a7194ab6e586d2a85c014e
9999,9999,9999,9999,9746,8687,pleb-labtestrun,,Only Tor,500k sats,1,025e220e6e5f4c5080f4adcfd1b0cfcc68d2eeb48ad3c3ee6fb5d892648c1e835f
4476,3407,5576,5510,4187,8687,03081d882816e639e71e,,Only Tor,500k sats,3,03081d882816e639e71e959b42401866e4061f6b0e74758607fe508ccc1f72352f
9999,9999,9999,9999,9746,8687,roger007,,Only Tor,500k sats,1,025849c9caf13eeedfd08b46c62e241e9d8e336f61867273f64a55a4ef900ca809
9999,9999,9999,9999,9746,8687,ptchrco,,Only Tor,500k sats,1,037d5aeb1c67c91136bc319ea1795a51eda675c91a376e9353539709ecb530cd7c
9999,9999,9999,9999,9746,8687,allyourbanktestnode,,Only Tor,500k sats,1,02586e16bfeb414770a574bc34f82604ac7d0a20a022507494207540b41d739785
9999,9999,9999,9999,9746,8687,MyLNNode,,Only Tor,500k sats,1,025873d455241467727ec3e823763cb5e8bd6e4ec89455b249f9b7347e8f593b55
9999,9999,9999,9999,9746,8687,020171147d8cf142d9c4,,Only Tor,500k sats,1,020171147d8cf142d9c4c436526ab0d776121e96144f715d3ddb35538e07b8b0b6
9999,9999,9999,9999,9746,8687,ODDTRAWL-v23.08-modded,,Only Tor,500k sats,1,03da6e689917e951abee033ddf77d81a4ea7f98b56afb167a9dd49f70c80b0bfa0
9999,9999,9999,9999,9746,8687,drum-free-experience,,Only Tor,500k sats,1,02d88e77a34c3065943ec4f0e165356402d42d5db605b93533c6864d690bafc516
9999,9999,9999,9999,9746,8687,lnbtcdotorg,,Only Tor,500k sats,1,037e152b41de84ce743fb1c32308cc407917bcb7fcabba7fca6130a423498ef67a
9999,9999,9999,9999,9746,8687,nodo-club-rm,,Only Tor,500k sats,1,02588c943caecf50c74d7ca0c96aaa17fac547e7993564f6125cdb9d355d5f1588
9999,9999,9999,9999,9746,8687,0383cf9be41b6dd183cb,,Only Tor,500k sats,1,0383cf9be41b6dd183cb71d25ec49f949dd80ac4ee44c8a532dd0646939ea8f779
9999,9999,9999,9999,9746,8687,test-node-fun,,Only Tor,500k sats,1,0258384759852dde86da6bb033c23ba3e9aef12c58299d345415c0a8fc0c603d23
9999,9999,9999,9999,9746,8687,jpapel,,Only Tor,500k sats,1,025e57987198f00d6d451cce1bbf6debf65c3123bd5fcdb1c947ff3cce62c96689
9999,9999,9999,9999,9746,8687,NORWAY,,Only Tor,500k sats,1,0201cc5c237368165ca4221526596205b4d747602c837e327621f19b7b415aa1f6
9999,9999,9999,9999,9746,8687,OM-BTC-Node,,Only Tor,500k sats,1,025ea627630dd2e2fed2d1e5cfce49b6f822768bff2c1601cb794ff52664fc9f3c
9999,9999,9999,9999,9746,8687,canadian-bitcoin-conference,,Only Tor,500k sats,1,025ec30c2254d5901a5853ddf9b6ab8dee3ffbf38000d6e9f183142d1e21e90a82
9999,9999,9999,9999,9746,8687,jayminho,,Only Tor,500k sats,1,025eeb9390e7f132611f6b3cd8540e7ccacfd0d2cf27892bb17f0735c9753125ba
9999,9999,9999,9999,9746,8687,021b88b6d67e493fafaa,,Only Tor,500k sats,1,021b88b6d67e493fafaa16eba18d7aa3aab322086d2c7f66510055e6ce2511962c
9999,9999,9999,9999,9746,8687,lightning-limp,,Only Tor,500k sats,1,0257a734fc3cc3723c56c196baac83121657cc02ab343eee5bd1704e228729c5a6
9999,9999,9999,9999,9746,8687,RedAlert,,Only Tor,500k sats,1,03da85494186b91a4922135155580d6e648d24a5c2153c9cc84172834d59702bc8
9999,9999,9999,9999,9746,8687,nand-node,,Only Tor,500k sats,1,03fe4620fbcfb43871ff269d280b6fc579f87823e4ea3f13e08e34d08e5f6672cc
9999,9999,9999,9999,9746,8687,pivotalpleb,,Only Tor,500k sats,1,02dbd7a7c956f9510a829c77415bac6ab348e4280fdb587ff0635f0e776c4b450e
9999,9999,9999,9999,9746,8687,light stacker,,Only Tor,500k sats,1,037bb2ce082226ede3dc4a387063fa4cc85b47ef430d53d9d7ab504e024aa57201
9999,9999,9999,9999,9746,8687,hello-world,,Only Tor,500k sats,1,030ad23b69c7041925bad53e9d514ef31049a1f747adea45ffd415a28b21d99e37
9999,9999,9999,9999,9746,8687,aeon-media-node,,Only Tor,500k sats,1,021b4339d5f7616eb4c9fae6d6f941569959c9f8d22c01d1132a2e97bdb23ab7e7
9999,9999,9999,9999,9746,8687,Infinet-Wallet-Node,,Only Tor,500k sats,1,026343b3bd75dba5f48ccd6627d264c2d478a42f1d08e2cc41374a480dc5baa488
6624,6345,6663,6651,5754,8687,madmax,,Only Tor,500k sats,2,02b5ecd6eda2be038c0c2fcb3a88222eb76cd8fdef85692013fd2a25660b932533
9999,9999,9999,9999,9746,8687,025b494c87f9074685d3,,Only Tor,500k sats,1,025b494c87f9074685d3d7d48fc6dda559c8d5faee372600b8070ba7b25c2d5cd1
9999,9999,9999,9999,9746,8687,Alaska171,,Only Tor,500k sats,1,02b597ed7ba70f6db3e03b35b63971e3e392d919018edea168e2bddbc66ecd9f9c
9999,9999,9999,9999,9746,8687,aolender,,Only Tor,500k sats,1,021aab78c9cfcd3d754b77180fd304f94d18a1ab569a8c1d15090c2dfda7a7d4e6
9999,9999,9999,9999,9746,8687,RaspiBlitz2,,Only Tor,500k sats,1,025b248867913fe44edda8835bfc047af41f7aa1600263a681a4282d1121bc5b1c
9999,9999,9999,9999,9746,8687,UNITEDBEAM-v23.08,,Only Tor,500k sats,1,02d9285ecd871e3c9ef8f881f0165fcc36383495f0dd07ba943c28f4a282c5dae8
9999,9999,9999,9999,9746,8687,atlas-lightning-node,,Only Tor,500k sats,1,025a203ffb22784581423b203fd00090dbe91be6d30928c23c90ce03d360284fdd
9999,9999,9999,9999,9746,8687,joyintechnology,,Only Tor,500k sats,1,03ff1d91f8826e187bc4e08773996f9d9989a170da1f7f30b5b7ad9bb32cf119d4
5736,2388,5639,5919,5754,8687,8611c0ac1c5e,,Only Clearnet,500k sats,2,03827d8070c5d6b6199b0757e45f0250b356b6ead702ec0033be0aff821656eeaf
9999,9999,9999,9999,9746,8687,038266219e7fe5db63bb,,Only Tor,500k sats,1,038266219e7fe5db63bb42b11e9b85edfec99e650b0355ee6ac42b40250c3a123b
5736,5350,5742,6052,5754,8687,0381a8c672c63e770d9e,,Only Tor,500k sats,2,0381a8c672c63e770d9eac79e810240e77d9adf911444b8aa1629d0abe27a8af73
9999,9999,9999,9999,9746,8687,025ac271b134db83260d,,Only Tor,500k sats,1,025ac271b134db83260d063f01153821edf455c768ddf6552bbd11571a30dfbafa
9999,9999,9999,9999,9746,8687,03d93415c4696f607b3a,,Only Tor,500k sats,1,03d93415c4696f607b3ac0ffdb330175ed894cebe47dd9b2caf869db36e839be39
9999,9999,9999,9999,9746,8687,0380dac78e4f937a1dd6,,Only Tor,500k sats,1,0380dac78e4f937a1dd62673caa2edd04e4ad1f87cc2991a28504c984eb32ce3f8
9999,9999,9999,9999,9746,8687,mylightningnetwork,,Only Tor,500k sats,1,0380d4e492ab60c170d51feeb1fd567a9ef042d5b6a21553c3aefdeccd722973d6
9999,9999,9999,9999,9746,8687,ibraahiem,,Only Tor,500k sats,1,025c4dc461e8ff8c4006dab44116e777fa71bb2f4d18159408baa2f1f382fc5109
9999,9999,9999,9999,9746,8687,there-is-no-end,,Only Tor,500k sats,1,025c53bb3fb9f4673b78667d496dff7ff657fb225b6f0532ae0f5c0f3d07fa7060
9999,9999,9999,9999,9746,8687,InSatoshiWeTrust,,Only Tor,500k sats,1,02da2e61c2bc7cbd7cdd96c1d0c07c5cd066210f595a81449182ea8f889d1f25fe
9999,9999,9999,9999,9746,8687,Intellimage,,Only Tor,500k sats,1,037f87bf35722bff46a15bee7d1e43ca458c528419bf57ed1e4d854c4f5c539092
9999,9999,9999,9999,9746,8687,digit-node,,Only Tor,500k sats,1,0383954f62cc1b346dd324943dc013509b35f33cd296875c38852a15c5f0c7d728
9999,9999,9999,9999,9746,8687,1-21-1-21,,Only Tor,500k sats,1,037f3a7ea9000548ef0d386233e0ef146a036aac59564688027f53146845ecccfb
9999,9999,9999,9999,9746,8687,sectoken,,Only Tor,500k sats,1,0200fa8917e40787d5fb5ad57b6ad30b5e227fe5557c43b374c06ac0177f6264d1
9999,9999,9999,9999,9746,8687,leadsolutionsllc,,Only Tor,500k sats,1,0385ecaf10f9bb93cb87bb4df79a4bcb6e34367f518a70fce3eecd9804e36f18a6
9999,9999,9999,9999,9746,8687,familiar,,Only Tor,500k sats,1,037b5fcc678a9b93beb898aef892818dda6ca3102d0371f914f315fa9cf1d7df9b
9999,9999,9999,9999,9746,8687,fast-payment-solution,,Only Tor,500k sats,1,02575d55900a30ff5719de49ade0d442f17fe261574d929d7bd4ca5e17335a1856
9999,9999,9999,9999,9746,8687,0376d6fa59e4d3b92a04,,Only Tor,500k sats,1,0376d6fa59e4d3b92a04d9423671fe38334c32360a01b6e71360b0afaf32ad24de
9999,9999,9999,9999,9746,8687,WRONGWALK-v23.08-modded,,Only Tor,500k sats,1,038832a09fc6bc8f2b7454ac42baaeea3fc846706fb3b8e7594e84e084f92b8df4
9999,9999,9999,9999,9746,8687,Information-Rights-Project,,Only Tor,500k sats,1,02031c18e92e9104fe1ef468cc011908ab7f7a5b69022751382acc538ba9a09635
9999,9999,9999,9999,9746,8687,03881b9cf869e969d7d5,,Only Tor,500k sats,1,03881b9cf869e969d7d55417fa4fd9055e3777ec229cf8a839e460aa26daa58a2c
9999,9999,9999,9999,9746,8687,lightning-proton,,Only Tor,500k sats,1,025f6b4e7128e4bebae1b5ad151486eb722cb3cb95169cc02e0085fe6d746075bf
9999,9999,9999,9999,9746,8687,WorldOfDeFi,,Only Tor,500k sats,1,0378020450137995ee936621875bc5ef9ba8f74656a97930ab2986ca61c8cdc6b8
9999,9999,9999,9999,12906,8687,02199316fbced0b01d2f,,Only Tor,500k sats,0,02199316fbced0b01d2f0987aa74f1a383669c4348c17ac24b82fcf8146f2d6a90
9999,9999,9999,9999,9746,8687,bucky,,Only Tor,500k sats,1,02613a116428b9d62f241d64662e0f1a3e0cf0bc291c2c94394387178deeb57b75
9999,9999,9999,9999,9746,8687,prague,,Only Tor,500k sats,1,02620842037e4c0cffebfdb25b8b87c0fb167e930785f0e280b4ceaf0d65a4a12f
9999,9999,9999,9999,9746,8687,DFXVoltage1,,Only Tor,500k sats,1,030d98a1d3f824e316d31e74a743c852547e9d100f5b1a9aa9e23ca6a24879233b
9999,9999,9999,9999,9746,8687,madiba-africa,,Only Tor,500k sats,1,02557058b0c2a0fc469cacb0154499e2664d6ee8d737e15892dc9afb12b626afe4
